user_id,churned,days_since_last_trip_x,days_since_last_session,trips_last_7_days,trips_last_30_days_x,trips_last_60_days,trips_last_90_days,monetary_total_x,monetary_avg,trips_lifetime,monetary_last_30d,days_since_last_trip_y,trips_last_30_days_y,monetary_total_y,recency_score,frequency_score,monetary_score,rfm_score_combined,avg_trip_duration,avg_fare,avg_surge,tip_rate,peak_hour_rate,weekend_ratio,rainy_ride_ratio,preferred_payment_encoded,avg_driver_rating_received,avg_driver_received,sessions_last_30d,sessions_last_60d,avg_time_on_app,avg_pages_visited,session_conversion_rate,engagement_score,account_age_days,r30,p30,activity_trend,activity_ratio,unique_active_days,was_referred,avg_rating_given,loyalty_encoded,city_encoded
R05216,0,4,0.0,1,1,4,4,325.89,19.17,17,12.35,4,1,325.89,4,2,2,8,26.12,15.47,1.15,0.29,0.24,0.24,0.24,0,4.082,4.082,10.0,10.0,21.0,3.4,0.0,71.4,659,1.0,3.0,-2.0,0.33,17,1,4.7,1,2
R05217,0,8,0.0,0,1,2,2,366.71,19.3,19,22.64,8,1,366.71,4,2,3,9,29.63,15.54,1.16,0.42,0.21,0.37,0.11,0,4.379,4.379,3.0,3.0,101.0,3.0,0.0,303.0,288,1.0,1.0,0.0,1.0,17,0,4.8,0,0
R05218,0,24,0.0,0,1,6,8,576.48,21.35,27,15.26,24,1,576.48,2,2,5,9,31.41,16.39,1.2,0.33,0.33,0.3,0.3,0,4.307,4.307,4.0,4.0,252.75,2.5,0.0,631.88,60,1.0,5.0,-4.0,0.2,27,0,3.5,0,0
R05219,0,60,0.0,0,0,0,1,343.34,18.07,19,0.0,60,0,343.34,1,1,2,4,30.0,14.93,1.14,0.21,0.53,0.26,0.32,0,4.132,4.132,5.0,5.0,143.0,1.6,0.0,228.8,417,0.0,0.0,0.0,0.0,19,0,4.5,1,0
R05220,0,7,0.0,0,1,1,3,411.7,19.6,21,13.15,7,1,411.7,4,2,4,10,35.71,15.48,1.17,0.38,0.24,0.14,0.19,0,4.333,4.333,5.0,5.0,91.4,3.4,0.2,310.76,177,1.0,0.0,1.0,1.0,21,1,4.7,0,0
R05221,0,21,0.0,0,1,3,6,419.36,23.3,18,31.584,21,1,419.36,2,2,4,8,32.72,18.5,1.21,0.33,0.22,0.28,0.33,0,4.167,4.167,6.0,6.0,46.5,2.67,0.0,124.16,94,1.0,2.0,-1.0,0.5,17,0,5.0,1,0
R05222,0,33,0.0,0,0,3,5,565.79,25.72,22,0.0,33,0,565.79,1,1,5,7,30.5,19.43,1.24,0.36,0.41,0.41,0.27,0,4.236,4.236,6.0,6.0,14.67,2.5,0.0,36.67,151,0.0,3.0,-3.0,0.0,20,0,5.0,0,1
R05223,0,14,0.0,0,1,4,5,376.29,18.81,20,14.69,14,1,376.29,3,2,3,8,32.2,15.76,1.14,0.15,0.45,0.35,0.3,0,4.095,4.095,4.0,4.0,120.5,3.25,0.5,391.62,676,1.0,3.0,-2.0,0.33,20,0,5.0,0,1
R05224,0,1,0.0,1,1,2,3,385.52,19.28,20,14.41,1,1,385.52,5,2,3,10,30.2,15.07,1.16,0.25,0.05,0.2,0.1,0,4.095,4.095,5.0,5.0,220.8,3.2,0.2,706.56,575,1.0,1.0,0.0,1.0,20,0,5.0,1,2
R05225,0,15,0.0,0,2,4,4,532.38,19.01,28,34.59,15,2,532.38,3,4,5,12,32.68,15.62,1.13,0.21,0.43,0.25,0.21,0,4.204,4.204,5.0,5.0,123.8,2.4,0.0,297.12,91,2.0,2.0,0.0,1.0,27,0,5.0,0,1
R05226,0,15,0.0,0,1,4,5,535.9,25.52,21,115.66,15,1,535.9,3,2,5,10,36.24,18.31,1.22,0.24,0.29,0.67,0.24,0,4.195,4.195,4.0,4.0,64.5,3.25,0.0,209.62,214,1.0,3.0,-2.0,0.33,21,0,4.2,0,2
R05227,0,1,0.0,2,2,4,6,458.48,18.34,25,28.979999999999997,1,2,458.48,5,4,4,13,29.48,15.57,1.11,0.28,0.52,0.36,0.2,0,4.248,4.248,1.0,1.0,19.0,1.0,0.0,19.0,317,2.0,2.0,0.0,1.0,24,0,4.9,0,1
R05228,0,8,0.0,0,1,5,5,325.24,21.68,15,19.17,8,1,325.24,4,2,2,8,36.8,16.71,1.17,0.47,0.33,0.47,0.13,0,4.387,4.387,8.0,8.0,82.12,2.62,0.12,215.15,503,1.0,4.0,-3.0,0.25,15,0,4.9,1,2
R05229,1,13,0.0,0,2,4,5,745.08,22.58,33,25.354,13,2,745.08,3,4,5,12,30.58,16.56,1.24,0.3,0.27,0.42,0.21,0,4.206,4.206,8.0,8.0,74.25,3.12,0.12,231.66,461,2.0,2.0,0.0,1.0,32,1,4.8,0,2
R05230,0,3,0.0,2,3,4,6,488.34,19.53,25,51.089,3,3,488.34,5,5,5,15,29.68,15.3,1.2,0.28,0.12,0.36,0.32,0,4.216,4.216,3.0,3.0,98.0,2.33,0.0,228.34,336,3.0,1.0,2.0,3.0,23,1,3.8,0,0
R05231,0,17,0.0,0,1,2,3,380.66,23.79,16,42.528,17,1,380.66,2,2,3,7,36.0,17.82,1.22,0.25,0.44,0.38,0.38,0,4.125,4.125,4.0,4.0,87.25,2.5,0.0,218.12,397,1.0,1.0,0.0,1.0,16,0,5.0,0,0
R05232,0,5,0.0,1,1,2,3,392.68,17.85,22,13.16,5,1,392.68,4,2,3,9,34.41,15.4,1.1,0.23,0.36,0.14,0.14,0,4.318,4.318,5.0,5.0,45.4,1.6,0.0,72.64,178,1.0,1.0,0.0,1.0,22,1,4.9,0,0
R05233,0,41,0.0,0,0,2,3,450.87,23.73,19,0.0,41,0,450.87,1,1,4,6,35.37,18.36,1.19,0.26,0.47,0.16,0.16,0,4.268,4.268,4.0,4.0,145.25,2.25,0.0,326.81,148,0.0,2.0,-2.0,0.0,17,0,4.5,0,1
R05234,0,25,0.0,0,2,2,5,503.52,17.98,28,24.52,25,2,503.52,2,4,5,11,32.07,14.78,1.12,0.32,0.25,0.14,0.18,0,4.379,4.379,2.0,2.0,77.0,3.0,0.0,231.0,683,2.0,0.0,2.0,2.0,26,1,4.5,1,2
R05235,0,10,0.0,0,2,5,8,529.65,17.65,30,35.879999999999995,10,2,529.65,3,4,5,12,29.8,14.61,1.14,0.2,0.5,0.23,0.2,0,4.12,4.12,1.0,1.0,12.0,2.0,0.0,24.0,207,2.0,3.0,-1.0,0.67,28,1,5.0,1,1
R05236,0,1,0.0,1,3,5,8,428.21,23.79,18,84.786,1,3,428.21,5,5,4,14,30.56,16.1,1.27,0.78,0.17,0.28,0.33,0,4.061,4.061,3.0,3.0,604.0,2.67,0.33,1612.68,284,3.0,2.0,1.0,1.5,18,0,4.6,3,0
R05237,0,5,0.0,1,3,4,6,408.83,21.52,19,70.08,5,3,408.83,4,5,4,13,26.58,17.35,1.16,0.26,0.37,0.37,0.21,0,4.221,4.221,4.0,4.0,72.25,3.0,0.0,216.75,498,3.0,1.0,2.0,3.0,18,0,4.6,0,0
R05238,0,17,0.0,0,3,5,8,361.02,20.06,18,72.242,17,3,361.02,2,5,3,10,32.22,16.88,1.12,0.28,0.28,0.39,0.22,0,4.111,4.111,7.0,7.0,88.0,3.29,0.0,289.52,71,3.0,2.0,1.0,1.5,18,0,5.0,0,2
R05239,0,6,0.0,1,3,4,7,481.89,20.95,23,35.08,6,3,481.89,4,5,5,14,37.57,16.19,1.16,0.39,0.22,0.43,0.17,0,4.313,4.313,7.0,7.0,18.86,2.57,0.0,48.47,260,3.0,1.0,2.0,3.0,21,0,3.9,0,0
R05240,0,25,0.0,0,1,1,2,348.68,21.79,16,14.45,25,1,348.68,2,2,3,7,32.19,16.47,1.18,0.69,0.38,0.38,0.19,0,4.006,4.006,4.0,4.0,83.0,3.0,0.25,249.0,656,1.0,0.0,1.0,1.0,16,1,4.1,2,0
R05241,0,5,0.0,1,3,6,7,473.57,15.79,30,36.92,5,3,473.57,4,5,5,14,31.53,13.87,1.07,0.4,0.2,0.13,0.1,0,4.09,4.09,5.0,5.0,22.0,2.6,0.2,57.2,65,3.0,3.0,0.0,1.0,28,0,3.9,0,0
R05242,0,22,0.0,0,2,5,8,410.26,21.59,19,75.21000000000001,22,2,410.26,2,4,4,10,35.42,17.03,1.17,0.11,0.63,0.26,0.26,0,4.205,4.205,7.0,7.0,66.43,3.57,0.29,237.16,480,2.0,3.0,-1.0,0.67,18,1,4.9,0,1
R05243,0,3,0.0,1,2,2,5,395.16,15.2,26,29.18,3,2,395.16,5,4,3,12,29.92,13.03,1.12,0.27,0.42,0.31,0.23,0,4.073,4.073,8.0,8.0,30.0,3.38,0.12,101.4,199,2.0,0.0,2.0,2.0,26,0,4.8,0,1
R05244,0,68,0.0,0,0,0,1,297.31,17.49,17,0.0,68,0,297.31,1,1,2,4,30.76,14.74,1.14,0.35,0.35,0.41,0.18,0,4.147,4.147,4.0,4.0,74.0,2.5,0.25,185.0,213,0.0,0.0,0.0,0.0,17,0,3.8,1,1
R05245,0,5,0.0,1,3,3,5,208.3,14.88,14,46.145,5,3,208.3,4,5,1,10,31.57,13.65,1.05,0.21,0.29,0.29,0.29,0,4.193,4.193,3.0,3.0,41.67,1.67,0.0,69.59,244,3.0,0.0,3.0,3.0,14,0,4.7,1,2
R05246,0,0,0.0,2,2,4,6,365.65,20.31,18,17.13,0,2,365.65,5,4,3,12,39.72,16.81,1.16,0.28,0.39,0.28,0.28,0,3.933,3.933,3.0,3.0,38.67,2.0,0.0,77.34,82,2.0,2.0,0.0,1.0,17,0,5.0,0,2
R05247,0,0,0.0,1,1,3,3,345.45,19.19,18,9.69,0,1,345.45,5,2,2,9,34.83,16.81,1.11,0.33,0.56,0.11,0.28,0,3.983,3.983,4.0,4.0,36.5,4.0,0.0,146.0,361,1.0,2.0,-1.0,0.5,17,0,3.7,1,1
R05248,0,0,0.0,2,2,4,6,420.95,21.05,20,28.950000000000003,0,2,420.95,5,4,4,13,34.1,17.14,1.1,0.55,0.2,0.35,0.15,0,4.13,4.13,6.0,6.0,77.33,2.67,0.33,206.47,726,2.0,2.0,0.0,1.0,20,0,4.6,2,0
R05249,0,46,0.0,0,0,2,8,437.54,19.02,23,0.0,46,0,437.54,1,1,4,6,30.83,15.75,1.13,0.26,0.43,0.35,0.22,0,4.039,4.039,3.0,3.0,240.0,2.33,0.0,559.2,446,0.0,2.0,-2.0,0.0,21,0,4.2,1,1
R05250,0,63,0.0,0,0,0,1,502.1,20.92,24,0.0,63,0,502.1,1,1,5,7,33.71,15.74,1.21,0.25,0.12,0.38,0.33,0,4.321,4.321,8.0,8.0,76.25,2.38,0.12,181.48,84,0.0,0.0,0.0,0.0,21,0,4.8,1,0
R05251,0,3,0.0,1,1,3,5,417.3,21.96,19,22.17,3,1,417.3,5,2,4,11,34.32,15.95,1.22,0.47,0.21,0.21,0.11,0,4.242,4.242,4.0,4.0,135.25,4.75,0.25,642.44,727,1.0,2.0,-1.0,0.5,19,0,4.6,0,2
R05252,0,24,0.0,0,1,3,4,467.62,16.7,28,11.9,24,1,467.62,2,2,5,9,33.75,13.28,1.14,0.25,0.5,0.14,0.18,0,4.046,4.046,5.0,5.0,51.0,2.0,0.0,102.0,561,1.0,2.0,-1.0,0.5,27,1,5.0,0,1
R05253,0,6,0.0,1,4,7,9,549.36,21.13,26,91.815,6,4,549.36,4,5,5,14,35.65,16.36,1.18,0.23,0.27,0.15,0.23,0,4.019,4.019,5.0,5.0,130.4,3.4,0.2,443.36,592,4.0,3.0,1.0,1.33,25,0,4.7,0,0
R05254,0,0,0.0,1,4,4,5,421.47,22.18,19,61.194,0,4,421.47,5,5,4,14,30.95,17.75,1.17,0.21,0.21,0.37,0.21,0,4.374,4.374,6.0,6.0,34.33,3.5,0.0,120.16,627,4.0,0.0,4.0,4.0,19,1,4.9,1,0
R05255,0,38,0.0,0,0,2,3,402.73,17.51,23,0.0,38,0,402.73,1,1,4,6,35.0,14.79,1.12,0.65,0.57,0.26,0.22,0,4.278,4.278,7.0,7.0,94.86,2.43,0.71,230.51,434,0.0,2.0,-2.0,0.0,23,0,4.7,2,1
R05256,0,29,0.0,0,1,3,6,341.22,17.96,19,14.53,29,1,341.22,2,2,2,6,34.16,14.17,1.14,0.26,0.16,0.58,0.16,0,4.1,4.1,5.0,5.0,110.8,2.6,0.4,288.08,252,1.0,2.0,-1.0,0.5,17,0,4.9,1,2
R05257,0,15,0.0,0,1,4,7,386.14,19.31,20,14.489999999999998,15,1,386.14,3,2,3,8,29.3,14.98,1.14,0.35,0.35,0.15,0.2,0,4.065,4.065,2.0,2.0,20.0,3.5,0.0,70.0,160,1.0,3.0,-2.0,0.33,20,0,4.8,0,1
R05258,0,37,0.0,0,0,1,4,203.24,15.63,13,0.0,37,0,203.24,1,1,1,3,32.54,14.07,1.06,0.23,0.08,0.15,0.15,0,4.277,4.277,3.0,3.0,109.67,2.0,0.33,219.34,608,0.0,1.0,-1.0,0.0,13,1,5.0,0,0
R05259,0,2,0.0,1,2,3,3,315.67,19.73,16,61.196,2,2,315.67,5,4,2,11,35.5,14.98,1.2,0.31,0.31,0.38,0.38,0,4.031,4.031,6.0,6.0,99.5,2.67,0.17,265.67,92,2.0,1.0,1.0,2.0,16,0,4.8,0,1
R05260,1,30,0.0,0,0,1,2,445.07,23.42,19,0.0,30,0,445.07,1,1,4,6,31.21,17.2,1.23,0.63,0.42,0.16,0.37,0,4.058,4.058,6.0,6.0,48.33,1.83,0.33,88.44,69,0.0,1.0,-1.0,0.0,19,0,4.7,2,1
R05261,1,1,0.0,1,2,2,2,313.99,19.62,16,30.240000000000002,1,2,313.99,5,4,2,11,32.81,16.67,1.1,0.56,0.56,0.38,0.12,0,3.844,3.844,6.0,6.0,96.5,1.5,0.17,144.75,104,2.0,0.0,2.0,2.0,16,0,3.6,2,1
R05263,0,3,0.0,1,5,8,9,381.76,19.09,20,145.83800000000002,3,5,381.76,5,5,3,13,36.6,15.2,1.16,0.35,0.6,0.25,0.2,0,4.185,4.185,6.0,6.0,48.5,2.67,0.17,129.5,705,5.0,3.0,2.0,1.67,20,0,4.8,0,1
R05264,0,2,0.0,2,5,7,8,491.0,19.64,25,97.995,2,5,491.0,5,5,5,15,28.76,15.88,1.17,0.36,0.2,0.28,0.24,0,4.02,4.02,8.0,8.0,79.0,2.88,0.12,227.52,389,5.0,2.0,3.0,2.5,25,0,4.4,1,0
R05265,0,0,0.0,1,3,3,7,279.83,14.73,19,44.69,0,3,279.83,5,5,1,11,28.32,12.81,1.08,0.37,0.26,0.26,0.11,0,4.342,4.342,6.0,6.0,107.0,3.67,0.0,392.69,87,3.0,0.0,3.0,3.0,18,0,4.4,1,2
R05266,1,2,0.0,2,3,4,6,444.25,21.15,21,38.709999999999994,2,3,444.25,5,5,4,14,30.29,16.38,1.2,0.19,0.24,0.24,0.19,0,4.243,4.243,11.0,11.0,62.45,2.64,0.09,164.87,184,3.0,1.0,2.0,3.0,21,1,4.0,0,2
R05267,0,21,0.0,0,2,3,5,412.06,24.24,17,42.355,21,2,412.06,2,4,4,10,33.29,16.73,1.26,0.59,0.53,0.47,0.0,0,4.165,4.165,4.0,4.0,40.75,3.25,0.75,132.44,280,2.0,1.0,1.0,2.0,17,1,4.2,2,1
R05268,0,52,0.0,0,0,1,2,415.2,25.95,16,0.0,52,0,415.2,1,1,4,6,29.0,18.58,1.21,0.44,0.38,0.31,0.38,0,4.256,4.256,6.0,6.0,194.83,2.5,0.0,487.08,127,0.0,1.0,-1.0,0.0,16,1,4.5,0,1
R05269,0,16,0.0,0,3,3,3,296.62,15.61,19,55.46,16,3,296.62,3,5,2,10,38.11,14.0,1.09,0.16,0.58,0.37,0.21,0,4.311,4.311,5.0,5.0,28.4,3.0,0.4,85.2,253,3.0,0.0,3.0,3.0,19,0,4.6,0,1
R05270,0,54,0.0,0,0,1,2,360.35,22.52,16,0.0,54,0,360.35,1,1,3,5,31.75,16.85,1.2,0.19,0.19,0.56,0.31,0,3.888,3.888,4.0,4.0,46.25,2.75,0.0,127.19,646,0.0,1.0,-1.0,0.0,16,1,4.4,0,0
R05271,0,7,0.0,0,2,3,6,238.94,17.07,14,20.312,7,2,238.94,4,4,1,9,35.07,15.17,1.09,0.29,0.14,0.36,0.0,0,4.393,4.393,4.0,4.0,55.25,3.25,0.25,179.56,379,2.0,1.0,1.0,2.0,14,1,4.8,0,0
R05272,0,4,0.0,2,3,3,4,282.1,17.63,16,40.2,4,3,282.1,4,5,1,10,37.62,14.96,1.1,0.62,0.31,0.12,0.12,0,4.131,4.131,4.0,4.0,70.75,2.75,0.75,194.56,390,3.0,0.0,3.0,3.0,15,1,4.4,3,2
R05273,0,1,0.0,1,2,3,7,666.84,21.51,31,20.47,1,2,666.84,5,4,5,14,30.9,16.37,1.16,0.26,0.23,0.35,0.13,0,4.142,4.142,8.0,8.0,81.62,1.88,0.12,153.45,496,2.0,1.0,1.0,2.0,30,0,4.2,0,2
R05274,0,8,0.0,0,1,4,7,503.06,25.15,20,10.81,8,1,503.06,4,2,5,11,32.2,17.91,1.28,0.3,0.5,0.35,0.3,0,4.08,4.08,4.0,4.0,41.5,3.5,0.0,145.25,397,1.0,3.0,-2.0,0.33,20,0,2.9,0,1
R05275,0,22,0.0,0,2,3,5,217.24,15.52,14,48.54600000000001,22,2,217.24,2,4,1,7,28.93,14.01,1.06,0.36,0.07,0.14,0.07,0,4.1,4.1,4.0,4.0,125.75,2.75,0.25,345.81,664,2.0,1.0,1.0,2.0,14,0,4.0,0,0
R05276,0,27,0.0,0,1,3,5,498.73,16.62,30,9.25,27,1,498.73,2,2,5,9,33.23,14.73,1.07,0.2,0.3,0.33,0.1,0,4.26,4.26,0.0,0.0,0.0,0.0,0.0,0.0,719,1.0,2.0,-1.0,0.5,30,0,4.5,0,0
R05277,0,9,0.0,0,3,4,6,267.46,16.72,16,57.846,9,3,267.46,4,5,1,10,34.31,14.11,1.1,0.88,0.06,0.19,0.25,0,4.125,4.125,4.0,4.0,50.25,2.75,0.5,138.19,458,3.0,1.0,2.0,3.0,16,0,4.9,2,2
R05278,0,24,0.0,0,1,4,5,525.6,21.9,24,20.67,24,1,525.6,2,2,5,9,29.54,16.54,1.2,0.5,0.21,0.21,0.33,0,4.146,4.146,7.0,7.0,77.14,3.0,0.57,231.42,333,1.0,3.0,-2.0,0.33,24,0,4.2,2,2
R05279,0,15,0.0,0,1,3,4,433.95,22.84,19,21.056,15,1,433.95,3,2,4,9,28.53,16.64,1.23,0.11,0.26,0.37,0.16,0,4.116,4.116,5.0,5.0,31.6,3.0,0.0,94.8,226,1.0,2.0,-1.0,0.5,18,0,4.5,0,0
R05280,0,7,0.0,0,2,2,2,202.84,18.44,11,27.81,7,2,202.84,4,4,1,9,40.36,15.58,1.12,0.36,0.36,0.36,0.09,0,4.064,4.064,4.0,4.0,104.0,1.5,0.0,156.0,267,2.0,0.0,2.0,2.0,11,0,4.0,0,2
R05281,1,12,0.0,0,1,1,3,386.82,16.82,23,21.91,12,1,386.82,3,2,3,8,33.43,14.69,1.07,0.65,0.3,0.26,0.22,0,4.261,4.261,7.0,7.0,154.29,3.14,0.43,484.47,396,1.0,0.0,1.0,1.0,23,0,4.6,2,2
R05282,0,8,0.0,0,2,3,6,345.79,20.34,17,34.324,8,2,345.79,4,4,3,11,28.94,16.04,1.16,0.24,0.24,0.29,0.18,0,4.271,4.271,7.0,7.0,128.43,2.57,0.29,330.07,680,2.0,1.0,1.0,2.0,17,1,3.8,0,0
R05283,0,22,0.0,0,1,2,7,627.36,24.13,26,12.01,22,1,627.36,2,2,5,9,33.0,17.05,1.24,0.31,0.62,0.42,0.23,0,4.158,4.158,5.0,5.0,68.8,1.2,0.0,82.56,320,1.0,1.0,0.0,1.0,26,0,4.9,0,1
R05284,0,3,0.0,2,3,3,5,457.91,20.81,22,52.277,3,3,457.91,5,5,4,14,38.41,16.83,1.14,0.45,0.45,0.36,0.14,0,4.1,4.1,4.0,4.0,19.5,2.25,0.0,43.88,523,3.0,0.0,3.0,3.0,21,0,4.6,1,1
R05285,0,5,0.0,3,4,5,7,394.89,20.78,19,102.916,5,4,394.89,4,5,3,12,28.47,17.12,1.16,0.11,0.21,0.21,0.21,0,4.274,4.274,4.0,4.0,70.25,1.0,0.25,70.25,630,4.0,1.0,3.0,4.0,18,1,4.6,0,2
R05286,0,29,0.0,0,1,4,6,402.75,22.37,18,14.74,29,1,402.75,2,2,4,8,31.61,16.86,1.23,0.17,0.06,0.33,0.11,0,4.139,4.139,4.0,4.0,141.75,2.0,0.25,283.5,338,1.0,3.0,-2.0,0.33,17,1,4.9,0,0
R05287,0,6,0.0,1,2,3,5,339.89,16.99,20,31.252000000000002,6,2,339.89,4,4,2,10,33.15,13.78,1.14,0.35,0.25,0.3,0.05,0,4.44,4.44,3.0,3.0,99.0,3.0,0.0,297.0,257,2.0,1.0,1.0,2.0,20,0,4.6,0,2
R05288,0,2,0.0,1,1,3,4,380.35,23.77,16,15.35,2,1,380.35,5,2,3,10,31.81,17.91,1.22,0.12,0.25,0.31,0.31,0,3.844,3.844,7.0,7.0,88.0,2.86,0.0,251.68,281,1.0,2.0,-1.0,0.5,14,0,4.6,0,0
R05290,0,5,0.0,1,1,3,4,406.09,21.37,19,20.84,5,1,406.09,4,2,4,10,29.95,16.13,1.18,0.68,0.11,0.21,0.32,0,3.837,3.837,5.0,5.0,450.6,3.0,0.4,1351.8,161,1.0,2.0,-1.0,0.5,19,1,4.6,2,0
R05291,0,23,0.0,0,1,1,4,560.81,20.03,28,15.41,23,1,560.81,2,2,5,9,32.96,16.21,1.16,0.25,0.18,0.39,0.21,0,3.914,3.914,3.0,3.0,91.0,4.33,0.33,394.03,633,1.0,0.0,1.0,1.0,27,0,4.8,1,0
R05292,0,79,0.0,0,0,0,1,455.53,23.98,19,0.0,79,0,455.53,1,1,4,6,36.68,17.8,1.22,0.26,0.21,0.42,0.21,0,4.405,4.405,8.0,8.0,187.88,2.38,0.12,447.15,711,0.0,0.0,0.0,0.0,19,0,4.2,0,0
R05294,0,29,0.0,0,1,2,4,276.21,15.34,18,14.56,29,1,276.21,2,2,1,5,33.06,12.89,1.14,0.28,0.44,0.33,0.11,0,3.961,3.961,6.0,6.0,27.83,2.5,0.17,69.57,342,1.0,1.0,0.0,1.0,18,1,3.4,0,1
R05295,0,45,0.0,0,0,2,5,331.07,18.39,18,0.0,45,0,331.07,1,1,2,4,36.06,14.99,1.17,0.39,0.39,0.28,0.28,0,4.189,4.189,6.0,6.0,34.33,3.17,0.17,108.83,521,0.0,2.0,-2.0,0.0,17,0,5.0,0,1
R05296,1,59,0.0,0,0,1,5,384.01,20.21,19,0.0,59,0,384.01,1,1,3,5,28.63,16.6,1.16,0.16,0.26,0.21,0.21,0,4.274,4.274,4.0,4.0,61.25,4.0,0.0,245.0,371,0.0,1.0,-1.0,0.0,19,0,4.3,0,2
R05297,0,10,0.0,0,1,5,7,374.48,17.02,22,23.04,10,1,374.48,3,2,3,8,31.86,14.68,1.12,0.18,0.59,0.14,0.14,0,4.286,4.286,7.0,7.0,126.86,3.57,0.14,452.89,157,1.0,4.0,-3.0,0.25,22,0,4.8,0,1
R05298,0,37,0.0,0,0,2,3,314.43,17.47,18,0.0,37,0,314.43,1,1,2,4,31.17,15.88,1.07,0.17,0.17,0.28,0.17,0,4.367,4.367,4.0,4.0,93.5,1.75,0.25,163.62,395,0.0,2.0,-2.0,0.0,18,0,4.5,1,2
R05300,0,12,0.0,0,2,2,3,326.93,16.35,20,35.829,12,2,326.93,3,4,2,9,38.05,13.48,1.1,0.7,0.25,0.3,0.15,0,4.465,4.465,5.0,5.0,69.8,2.6,0.2,181.48,388,2.0,0.0,2.0,2.0,20,1,3.8,2,2
R05302,1,11,0.0,0,1,2,3,300.78,18.8,16,23.238,11,1,300.78,3,2,2,7,27.06,15.17,1.18,0.19,0.44,0.31,0.19,0,4.294,4.294,5.0,5.0,408.2,2.0,0.2,816.4,372,1.0,1.0,0.0,1.0,15,0,4.7,1,1
R05303,1,26,0.0,0,1,2,4,264.7,16.54,16,22.785,26,1,264.7,2,2,1,5,32.56,13.98,1.12,0.25,0.56,0.25,0.12,0,4.2,4.2,2.0,2.0,18.0,3.5,0.0,63.0,718,1.0,1.0,0.0,1.0,16,0,4.6,0,1
R05304,0,17,0.0,0,1,2,2,199.81,14.27,14,11.63,17,1,199.81,2,2,1,5,31.21,13.74,1.01,0.29,0.29,0.29,0.0,0,4.086,4.086,8.0,8.0,204.25,2.12,0.0,433.01,390,1.0,1.0,0.0,1.0,14,0,4.4,0,2
R05305,0,15,0.0,0,2,4,8,323.48,16.17,20,38.25,15,2,323.48,3,4,2,9,28.8,13.77,1.13,0.5,0.25,0.25,0.1,0,4.25,4.25,10.0,10.0,58.1,3.2,0.5,185.92,456,2.0,2.0,0.0,1.0,20,0,4.2,2,2
R05306,0,43,0.0,0,0,1,2,362.23,19.06,19,0.0,43,0,362.23,1,1,3,5,38.05,16.5,1.13,0.11,0.11,0.37,0.21,0,4.258,4.258,6.0,6.0,358.17,2.67,0.0,956.31,287,0.0,1.0,-1.0,0.0,19,1,4.4,1,2
R05307,0,33,0.0,0,0,1,1,407.68,19.41,21,0.0,33,0,407.68,1,1,4,6,34.62,16.72,1.11,0.19,0.48,0.19,0.24,0,4.343,4.343,6.0,6.0,128.67,3.17,0.33,407.88,529,0.0,1.0,-1.0,0.0,20,0,4.8,0,1
R05308,0,80,0.0,0,0,0,1,248.86,19.14,13,0.0,80,0,248.86,1,1,1,3,34.69,16.12,1.12,0.31,0.0,0.31,0.31,0,4.508,4.508,3.0,3.0,252.33,1.67,0.33,421.39,578,0.0,0.0,0.0,0.0,13,0,4.6,1,0
R05309,0,12,0.0,0,1,3,4,313.76,17.43,18,18.25,12,1,313.76,3,2,2,7,29.39,14.64,1.18,0.11,0.28,0.28,0.28,0,4.133,4.133,5.0,5.0,49.4,2.4,0.0,118.56,254,1.0,2.0,-1.0,0.5,18,1,4.4,0,2
R05310,0,1,0.0,1,3,4,4,379.71,18.99,20,37.641999999999996,1,3,379.71,5,5,3,13,30.0,14.8,1.17,0.7,0.4,0.25,0.3,0,4.135,4.135,5.0,5.0,142.4,3.8,0.4,541.12,401,3.0,1.0,2.0,3.0,19,0,4.1,3,2
R05311,0,1,0.0,1,3,4,4,290.33,18.15,16,44.69,1,3,290.33,5,5,1,11,28.44,16.43,1.07,0.31,0.31,0.44,0.06,0,4.225,4.225,6.0,6.0,72.33,3.5,0.17,253.16,218,3.0,1.0,2.0,3.0,16,1,4.5,0,0
R05313,1,26,0.0,0,1,2,4,488.99,18.81,26,14.4,26,1,488.99,2,2,5,9,34.54,14.04,1.2,0.27,0.46,0.27,0.19,0,4.123,4.123,2.0,2.0,51.0,3.0,0.0,153.0,596,1.0,1.0,0.0,1.0,25,0,4.9,0,1
R05314,0,42,0.0,0,0,2,2,332.4,20.78,16,0.0,42,0,332.4,1,1,2,4,38.88,16.14,1.17,0.69,0.62,0.38,0.19,0,4.088,4.088,1.0,1.0,7.0,3.0,0.0,21.0,558,0.0,2.0,-2.0,0.0,16,0,4.0,2,1
R05315,1,35,0.0,0,0,1,2,392.92,18.71,21,0.0,35,0,392.92,1,1,3,5,36.95,15.85,1.13,0.24,0.57,0.29,0.14,0,4.271,4.271,9.0,9.0,42.78,1.67,0.11,71.44,668,0.0,1.0,-1.0,0.0,21,1,5.0,0,1
R05317,0,20,0.0,0,1,2,7,395.46,17.98,22,11.59,20,1,395.46,2,2,3,7,28.0,14.68,1.14,0.41,0.23,0.36,0.18,0,4.032,4.032,4.0,4.0,94.75,3.0,0.25,284.25,439,1.0,1.0,0.0,1.0,22,1,4.2,0,2
